AGI code	Annotation
AT4G31770	" hydrolase/ hydrolase, acting on ester bonds / protein serine/threonine phosphatase [Arabidopsis thaliana] "
AT4G31800	 WRKY18; transcription factor [Arabidopsis thaliana] 
AT4G32010	 transcription factor [Arabidopsis thaliana] 
AT4G32410	" CESA1 (CELLULASE SYNTHASE 1); transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT4G32600	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G32630	 unknown protein [Arabidopsis thaliana] 
AT4G32640	 protein binding [Arabidopsis thaliana] 
AT4G32670	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G32890	 transcription factor [Arabidopsis thaliana] 
AT4G33020	 ZIP9; cation transporter [Arabidopsis thaliana] 
AT4G33090	 APM1 [Arabidopsis thaliana] 
AT4G33370	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT4G33470	 histone deacetylase [Arabidopsis thaliana] 
AT4G33540	 catalytic [Arabidopsis thaliana] 
AT4G33565	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G33580	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT4G33865	 structural constituent of ribosome [Arabidopsis thaliana] 
AT4G33940	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G34040	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G34180	 unknown protein [Arabidopsis thaliana] 
AT4G34230	 CAD5 (CINNAMYL ALCOHOL DEHYDROGENASE 5); cinnamyl-alcohol dehydrogenase [Arabidopsis thaliana] 
AT4G34370	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G34430	 ATSWI3C; DNA binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G34680	 transcription factor [Arabidopsis thaliana] 
AT4G35060	 metal ion binding [Arabidopsis thaliana] 
AT4G35220	 unknown protein [Arabidopsis thaliana] 
AT4G35280	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G35290	 GLUR2 [Arabidopsis thaliana] 
AT4G35480	 RHA3B; ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G35540	 unknown protein [Arabidopsis thaliana] 
AT4G35610	 transcription factor [Arabidopsis thaliana] 
AT4G35700	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G35800	 NRPB1 (RNA POLYMERASE II LARGE SUBUNIT); DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT4G35840	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G36020	 DNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT4G36050	 nuclease [Arabidopsis thaliana] 
AT4G36240	 transcription factor [Arabidopsis thaliana] 
AT4G36350	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT4G36620	 transcription factor [Arabidopsis thaliana] 
AT4G36650	 RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G36760	 ATAPP1 [Arabidopsis thaliana] 
AT4G37040	 MAP1D (METHIONINE AMINOPEPTIDASE 1D); metalloexopeptidase [Arabidopsis thaliana] 
AT4G37120	 SMP2 [Arabidopsis thaliana] 
AT4G37550	" formamidase/ hydrolase, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [Arabidopsis thaliana] "
AT4G37560	" formamidase/ hydrolase, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [Arabidopsis thaliana] "
AT4G37610	 protein binding / transcription regulator [Arabidopsis thaliana] 
AT4G37880	 unknown protein [Arabidopsis thaliana] 
AT4G37890	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G37970	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G37980	 ELI3-1 (ELICITOR-ACTIVATED GENE 3); oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G37990	 ELI3-2 (ELICITOR-ACTIVATED GENE 3) [Arabidopsis thaliana] 
AT4G38000	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G38130	 HD1; histone deacetylase [Arabidopsis thaliana] 
AT4G38140	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G38170	 unknown protein [Arabidopsis thaliana] 
AT4G38180	 unknown protein [Arabidopsis thaliana] 
AT4G38190	" ATCSLD4; cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT4G38220	 aminoacylase/ metallopeptidase [Arabidopsis thaliana] 
AT4G38580	 ATFP6 (FARNESYLATED PROTEIN 6); metal ion binding [Arabidopsis thaliana] 
AT4G38680	 GRP2; nucleic acid binding [Arabidopsis thaliana] 
AT4G39050	 ATP binding / microtubule motor [Arabidopsis thaliana] 
AT4G39100	 SHL1 (SHORT LIFE) [Arabidopsis thaliana] 
AT4G39330	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G39350	" CESA2; cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT4G39410	 WRKY13; transcription factor [Arabidopsis thaliana] 
AT4G39700	 metal ion binding [Arabidopsis thaliana] 
AT4G39910	 ATUBP3 (UBIQUITIN-SPECIFIC PROTEASE 3); ubiquitin-specific protease [Arabidopsis thaliana] 
AT4G39960	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT4G40070	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G01070	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G01160	 unknown protein [Arabidopsis thaliana] 
AT5G01310	 transcription factor [Arabidopsis thaliana] 
AT5G01450	 unknown protein [Arabidopsis thaliana] 
AT5G01480	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G01520	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G01860	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G01880	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G01960	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G01980	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G02210	 unknown protein [Arabidopsis thaliana] 
AT5G02310	 CER3 (ECERIFERUM 3); ubiquitin-protein ligase [Arabidopsis thaliana] 
AT5G02330	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G02340	 unknown protein [Arabidopsis thaliana] 
AT5G02350	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G02360	 unknown protein [Arabidopsis thaliana] 
AT5G02460	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G02660	 unknown protein [Arabidopsis thaliana] 
AT5G02750	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G03150	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G03180	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G03200	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G03280	 EIN2 (ETHYLENE INSENSITIVE 2); transporter [Arabidopsis thaliana] 
AT5G03360	 unknown protein [Arabidopsis thaliana] 
AT5G03450	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G03455	 CDC25 [Arabidopsis thaliana] 
AT5G03510	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G04180	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT5G04240	 ELF6 (EARLY FLOWERING 6); transcription factor [Arabidopsis thaliana] 
AT5G04280	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G04340	 C2H2; nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G04390	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G04460	 unknown protein [Arabidopsis thaliana] 
AT5G04710	 aminopeptidase I/ aspartyl aminopeptidase [Arabidopsis thaliana] 
AT5G04940	 SUVH1 (SU(VAR)3-9 HOMOLOG 1) [Arabidopsis thaliana] 
AT5G05070	 metal ion binding [Arabidopsis thaliana] 
AT5G05120	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G05130	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G05170	" CESA3 (CELLULASE SYNTHASE 3); cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT5G05280	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G05530	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G05610	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G05740	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G05810	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G05830	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G05910	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G06070	 RBE (RABBIT EARS); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G06410	 chaperone binding / heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G06420	 nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G06490	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G06650	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G06770	 nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT5G07040	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G07060	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G07100	 WRKY26; transcription factor [Arabidopsis thaliana] 
AT5G07225	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G07270	 protein binding [Arabidopsis thaliana] 
AT5G07500	 PEI1; nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT5G07640	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G07920	" ATDGK1/DGK1 (DIACYLGLYCEROL KINASE 1, DIACYLGLYCEROL KINASE1); diacylglycerol kinase [Arabidopsis thaliana] "
AT5G08020	 DNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G08139	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G08565	 unknown protein [Arabidopsis thaliana] 
AT5G08730	 unknown protein [Arabidopsis thaliana] 
AT5G08750	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G09230	 DNA binding [Arabidopsis thaliana] 
AT5G09630	 unknown protein [Arabidopsis thaliana] 
AT5G09740	 chromatin binding / nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G09790	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G09870	" CESA5 (CELLULASE SYNTHASE 5); transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT5G10370	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G10380	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G10540	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G10650	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G10790	 UBP22 (UBIQUITIN-SPECIFIC PROTEASE 22); cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT5G10900	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G10970	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G11180	 ATGLR2.6 [Arabidopsis thaliana] 
AT5G11210	 ATGLR2.5 [Arabidopsis thaliana] 
AT5G11620	 unknown protein [Arabidopsis thaliana] 
AT5G12200	 dihydropyrimidinase/ hydrolase [Arabidopsis thaliana] 
AT5G12310	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G12400	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G12440	 nucleic acid binding [Arabidopsis thaliana] 
AT5G12850	 transcription factor [Arabidopsis thaliana] 
AT5G13080	 WRKY75; transcription factor [Arabidopsis thaliana] 
AT5G13300	 VAN3 (VASCULAR NETWORK DEFECTIVE 3) [Arabidopsis thaliana] 
AT5G13520	 membrane alanyl aminopeptidase [Arabidopsis thaliana] 
AT5G13920	 nucleic acid binding [Arabidopsis thaliana] 
AT5G13960	 SUVH4 (SU(VAR)3-9 HOMOLOG 4) [Arabidopsis thaliana] 
AT5G13980	 alpha-mannosidase [Arabidopsis thaliana] 
AT5G14010	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G14140	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G14740	 CA2 (CARBONIC ANHYDRASE 2); carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT5G14950	 alpha-mannosidase [Arabidopsis thaliana] 
AT5G15130	 WRKY72; transcription factor [Arabidopsis thaliana] 
AT5G15210	 transcription factor [Arabidopsis thaliana] 
AT5G15480	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G15690	 unknown protein [Arabidopsis thaliana] 
AT5G15790	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G15820	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G16430	 unknown protein [Arabidopsis thaliana] 
AT5G16470	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G16540	 ZFN3 (ZINC FINGER PROTEIN 3); nucleic acid binding [Arabidopsis thaliana] 
AT5G16680	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G16715	 EMB2247; ATP binding / tRNA ligase/ valine-tRNA ligase [Arabidopsis thaliana] 
AT5G16910	" ATCSLD2; cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT5G16940	 carbon-sulfur lyase [Arabidopsis thaliana] 
AT5G16960	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G16970	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G16990	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G17000	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G17250	 transferase [Arabidopsis thaliana] 
AT5G17420	 IRX3 (IRREGULAR XYLEM 3); cellulose synthase [Arabidopsis thaliana] 
AT5G17450	 metal ion binding [Arabidopsis thaliana] 
AT5G17530	" intramolecular transferase, phosphotransferases [Arabidopsis thaliana] "
AT5G17600	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G17790	 VAR3 (VARIEGATED 3); binding [Arabidopsis thaliana] 
AT5G17890	 ATP binding / zinc ion binding [Arabidopsis thaliana] 
AT5G17920	 ATCIMS (COBALAMIN-INDEPENDENT METHIONINE SYNTHASE); 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT5G17960	 unknown protein [Arabidopsis thaliana] 
AT5G18070	" DRT101 (DNA-DAMAGE-REPAIR/TOLERATION 101); intramolecular transferase, phosphotransferases [Arabidopsis thaliana] "
AT5G18100	" CSD3 (COPPER/ZINC SUPEROXIDE DISMUTASE 3); copper, zinc superoxide dismutase [Arabidopsis thaliana] "
AT5G18200	 unknown protein [Arabidopsis thaliana] 
AT5G18260	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G18550	 nucleic acid binding [Arabidopsis thaliana] 
AT5G18636	 unknown protein [Arabidopsis thaliana] 
AT5G18650	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G18750	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G18760	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G18830	 SPL7 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 7); DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G18960	 unknown protein [Arabidopsis thaliana] 
AT5G19080	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G19430	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G19740	 dipeptidase [Arabidopsis thaliana] 
AT5G20180	 structural constituent of ribosome [Arabidopsis thaliana] 
AT5G20220	 nucleic acid binding [Arabidopsis thaliana] 
AT5G20350	 TIP1 (TIP GROWTH DEFECTIVE 1); metal ion binding [Arabidopsis thaliana] 
AT5G20510	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G20570	 RBX1 [Arabidopsis thaliana] 
AT5G20635	 unknown protein [Arabidopsis thaliana] 
AT5G20660	 ATP binding / peptidase [Arabidopsis thaliana] 
AT5G20885	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G20910	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G20920	 EIF2 BETA [Arabidopsis thaliana] 
AT5G20980	 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT5G21140	 EMB1379 [Arabidopsis thaliana] 
AT5G22000	 CIC7E11; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G22060	 ATJ2 [Arabidopsis thaliana] 
AT5G22260	 MS1 (MALE STERILITY 1); DNA binding [Arabidopsis thaliana] 
AT5G22355	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G22480	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G22750	 RAD5; ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G22760	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G22890	 transcription factor [Arabidopsis thaliana] 
AT5G22920	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G22990	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G23010	 MAM1 [Arabidopsis thaliana] 
AT5G23020	 MAM-L (METHYLTHIOALKYMALATE SYNTHASE-LIKE) [Arabidopsis thaliana] 
AT5G23070	 ATP binding / thymidine kinase [Arabidopsis thaliana] 
AT5G23110	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G23240	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G23540	 unknown protein [Arabidopsis thaliana] 
AT5G23570	 SGS3 (SUPPRESSOR OF GENE SILENCING 3) [Arabidopsis thaliana] 
AT5G23880	 CPSF100 [Arabidopsis thaliana] 
AT5G24330	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G24340	 3'-5' exonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT5G24670	 hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT5G24760	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G24870	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G25160	 ZFP3 (ZINC FINGER PROTEIN 3); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G25200	 unknown protein [Arabidopsis thaliana] 
AT5G25490	 binding [Arabidopsis thaliana] 
AT5G25560	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G25830	 transcription factor [Arabidopsis thaliana] 
AT5G26040	 HDA2; histone deacetylase [Arabidopsis thaliana] 
AT5G26170	 WRKY50; transcription factor [Arabidopsis thaliana] 
AT5G26190	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G26210	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G26690	 metal ion binding [Arabidopsis thaliana] 
AT5G26742	 EMB1138; ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT5G26830	 ATP binding / tRNA ligase/ threonine-tRNA ligase [Arabidopsis thaliana] 
AT5G26930	 transcription factor [Arabidopsis thaliana] 
AT5G27240	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G27280	 unknown protein [Arabidopsis thaliana] 
AT5G27420	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G27680	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT5G27840	 TOPP8; protein phosphatase type 1 [Arabidopsis thaliana] 
AT5G27880	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G28050	 hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT5G28530	 unknown protein [Arabidopsis thaliana] 
AT5G28650	 WRKY74; transcription factor [Arabidopsis thaliana] 
AT5G29624	 unknown protein [Arabidopsis thaliana] 
AT5G32613	 nucleic acid binding [Arabidopsis thaliana] 
AT5G34850	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G34870	 nucleic acid binding [Arabidopsis thaliana] 
AT5G35210	 DNA binding / metalloendopeptidase/ protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G35220	 EGY1 (ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN 1); sterol regulatory element-binding protein site 2 protease [Arabidopsis thaliana] 
AT5G35330	 MBD02; DNA binding [Arabidopsis thaliana] 
AT5G35338	 MBD12 (METHYL-CPG-BINDING DOMAIN 12) [Arabidopsis thaliana] 
AT5G35600	 histone deacetylase [Arabidopsis thaliana] 
AT5G35910	 3'-5' exonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT5G36228	 unknown protein [Arabidopsis thaliana] 
AT5G36240	 nucleic acid binding [Arabidopsis thaliana] 
AT5G36670	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G36740	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G37055	 unknown protein [Arabidopsis thaliana] 
AT5G37200	" protein binding / transcription factor/ transferase, transferring glycosyl groups / zinc ion binding [Arabidopsis thaliana] "
AT5G37210	 unknown protein [Arabidopsis thaliana] 
AT5G37230	 protein binding / transcription factor/ ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37250	 protein binding / transcription factor/ ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37270	 protein binding / transcription factor/ ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37280	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37340	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G37380	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G37440	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G37620	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G37870	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37890	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37900	 unknown protein [Arabidopsis thaliana] 
AT5G37910	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37930	 unknown protein [Arabidopsis thaliana] 
AT5G37940	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G37980	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G38000	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G38070	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G38600	 nucleic acid binding [Arabidopsis thaliana] 
AT5G38830	 ATP binding / cysteine-tRNA ligase [Arabidopsis thaliana] 
AT5G38895	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G39230	 unknown protein [Arabidopsis thaliana] 
AT5G39550	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G39660	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G39760	 transcription factor [Arabidopsis thaliana] 
AT5G40250	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G40320	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G40590	 unknown protein [Arabidopsis thaliana] 
AT5G40710	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G40880	 nucleic acid binding [Arabidopsis thaliana] 
AT5G41010	 DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT5G41060	 metal ion binding [Arabidopsis thaliana] 
AT5G41190	 unknown protein [Arabidopsis thaliana] 
AT5G41350	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G41400	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G41430	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G41440	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G41450	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G41570	 WRKY24; transcription factor [Arabidopsis thaliana] 
AT5G41580	 zinc ion binding [Arabidopsis thaliana] 
AT5G42140	 Ran GTPase binding / chromatin binding / zinc ion binding [Arabidopsis thaliana] 
AT5G42200	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G42250	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G42270	 VAR1 (VARIEGATED 1); ATP-dependent peptidase/ ATPase/ metallopeptidase [Arabidopsis thaliana] 
AT5G42280	 unknown protein [Arabidopsis thaliana] 
AT5G42390	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G42520	 unknown protein [Arabidopsis thaliana] 
AT5G42540	 XRN2 (EXORIBONUCLEASE 2); 5'-3' exonuclease/ exonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT5G42620	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G42640	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G42780	 transcription factor [Arabidopsis thaliana] 
AT5G42820	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G42840	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G42940	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G43030	 unknown protein [Arabidopsis thaliana] 
AT5G43040	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G43170	 AZF3 (ARABIDOPSIS ZINC-FINGER PROTEIN 3); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G43200	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
